"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"From Local to Global Semantic Clone Detection","Y. Yuan; W. Kong; G. Hou; Y. Hu; M. Watanabe; A. Fukuda","School of Software Technology, Dalian University of Technology, Dalian, China; School of Software Technology, Dalian University of Technology, Dalian, China; School of Software Technology, Dalian University of Technology, Dalian, China; School of Software Technology, Dalian University of Technology, Dalian, China; CATS Co. Ltd., Japan; Graduate School of IS & EE, Kyushu University, Fukuoka, Japan","2019 6th International Conference on Dependable Systems and Their Applications (DSA)","26 Mar 2020","2020","","","13","24","Clone detection detects similar code fragments (refer to as clone code) in software products. It can help with software optimization and maintenance. Code clone detection can be divided into textual, lexical, syntactic and semantic levels. The existing technologies have achieved many good results in the first three levels, but no significant results have been obtained in semantic clone detection. In this paper, we propose a novel semantic level clone detection approach. We use the control flow graph (CFG) as an intermediate representation of the program method, combining the classical dynamic time warping (DTW) algorithm in the field of speech recognition with two deep neural network models (bidirectional RNN autoencoder and graph convolutional network (GCN)) to detect semantic level clone from local to global. We experimented with a dataset consisting of five large-scale real-world systems and a code corpus containing a large number of programming problems. The experimental results show that our approach can achieve good results in detecting both local and global semantic clone.","","978-1-7281-6057-3","10.1109/DSA.2019.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9045812","clone detection;semantic clone;deep learning;dynamic time warping","Recurrent neural networks;Heuristic algorithms;Semantics;Cloning;Speech recognition;Syntactics;Programming","convolutional neural nets;graph theory;program diagnostics;recurrent neural nets;software maintenance;speech recognition","deep neural network models;graph convolutional network;global semantic clone detection;software products;software optimization;software maintenance;code clone detection;textual levels;lexical levels;syntactic levels;control flow graph;dynamic time warping algorithm;semantic level clone detection approach;local semantic clone detection;CFG;GCN;speech recognition;bidirectional RNN autoencoder","","1","","38","","26 Mar 2020","","","IEEE","IEEE Conferences"
"Tracking Method-Level Clones and a Case Study","K. Uemura; A. Mori; E. Choi; H. Iida","Nara Institute of Science and Technology, Japan; National Institute of Advanced Industrial Science and Technology, Japan; Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan","2019 IEEE 13th International Workshop on Software Clones (IWSC)","14 Mar 2019","2019","","","27","33","Analyzing histories of code clones is important for understanding how they affect software development and developers. For this, many studies have been devoted to the approach of tracking code clones. However, to the best of our knowledge, no existing studies have attempted to track code clones in long-term and fine-grained change histories.In this paper, we report on the analysis of histories of method-level code clones hosted by a fine-grained version control system called historage, which allowed us to track source code entities across commits.We have tracked and analyzed method-level code clones in 10 open source software projects and found out that (1) in many projects, method-level code clones are removed regardless of whether they were changed or how frequently they were changed, and (2) a group of method-level code clones created at the same time tend to survive longer than those created individually. We believe that these findings will provide useful insights for future research on code clones such as determining the priority of code clone management.","2572-6587","978-1-7281-1805-5","10.1109/IWSC.2019.8665851","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8665851","code clone;code clone detection;code clone genealogy;mining software repository","Cloning;History;Syntactics;Software;Target tracking;Tools","configuration management;project management;public domain software;software maintenance;software management;source coding","method-level code clones;source code entities;code clone management;software project management;open source software projects;historage;version control system;software development;code clone tracking","","2","","16","","14 Mar 2019","","","IEEE","IEEE Conferences"
"Semantic Clone Detection: Can Source Code Comments Help?","A. Ghosh; S. K. Kuttal","Tandy School of Computer Science, University of Tulsa; Tandy School of Computer Science, University of Tulsa","2018 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC)","25 Oct 2018","2018","","","315","317","Programmers reuse code to increase their productivity, which leads to large fragments of duplicate or near-duplicate code in the code base. The current code clone detection techniques for finding semantic clones utilize Program Dependency Graphs (PDG), which are expensive and resource-intensive. PDG and other clone detection techniques utilize code and have completely ignored the comments - due to ambiguity of English language, but in terms of program comprehension, comments carry the important domain knowledge. We empirically evaluated the accuracy of detecting clones with both code and comments on a JHotDraw package. Results show that detecting code clones in the presence of comments, Latent Dirichlet Allocation (LDA), gave 84% precision and 94% recall, while in the presence of a PDG, using GRAPLE, we got 55% precision and 29% recall. These results indicate that comments can be used to find semantic clones. We recommend utilizing comments with LDA to find clones at the file level and code with PDG for finding clones at the function level. These findings necessitate a need to reexamine the assumptions regarding semantic clone detection techniques.","1943-6106","978-1-5386-4235-1","10.1109/VLHCC.2018.8506550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8506550","","Cloning;Semantics;Software maintenance;Software systems;Reverse engineering;Visualization","graph theory;software reusability;source code (software)","semantic clone detection techniques;code base;Program Dependency Graphs;PDG;source code;code reuse;code clone detection techniques;JHotDraw package;Latent Dirichlet Allocation;LDA","","2","","19","","25 Oct 2018","","","IEEE","IEEE Conferences"
"Enhancing Notation-Based Code Cloning Method With an External-Based Identifier Model","N. -T. Chau; S. Jung","School of Electronic Engineering, Soongsil University, Seoul, South Korea; School of Electronic Engineering, Soongsil University, Seoul, South Korea","IEEE Access","14 Sep 2020","2020","8","","162989","162998","Code clone detection is known for solving code paradigm problem in software development. Malware analysts also apply this technique to detect whether a set of malware applications originated from the same malware family based on the similarity in their source code. Until now, existing notation-based approaches are based on standard identifier notations and generating signatures from the notations output. Specifically, for a set of words (or lexemes), the analysts apply rules to determine the type of a lexeme and label each lexeme with a token type. So far, none of the existing code clone detection models considers collecting identifiers from an external source. In this paper, we propose a novel External-based Identifier Model for code clone detection. The proposed model assumes the existence of an external source code that can be used as a supervisor for identifying and labeling a specific set of lexemes. By introducing the external-identifiers into source code detection, our model could distinguish between multiple fragments of code that share the same sequence of standard tokens. One of the study cases for our model is Android analysis where the Android Open Source Project can be used as an external source. The experiment on one millions line of Android source code has shown that our proposed solution could reduce the number of multiple code mapping to single signature situations in comparison with the traditional method. Furthermore, the experiment on code suggestion has proved that our model could reduce the suggestion step for providing faster output than a notation-based approach.","2169-3536","","10.1109/ACCESS.2020.3016943","Institute of Information & communications Technology Planning & Evaluation (IITP); Korea Government (MSIT) (Development of 5G Edge Security Technology for Ensuring 5G+ Service Stability and Availability)(grant numbers:2020-0-00952); Ministry of Science and ICT (MSIT), Korea Government through the Information Technology Research Center (ITRC); Institute for Information & Communications Technology Planning & Evaluation (IITP)(grant numbers:IITP-2020-2020-0-01602); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9169649","Program analysis;code clone detection","Syntactics;Cloning;Androids;Humanoid robots;Standards;Security;Tools","invasive software;mobile computing;program diagnostics;software maintenance;software reliability;source code (software)","notation-based code cloning method;code paradigm problem;malware analysts;malware applications;malware family;standard identifier notations;notations output;lexeme;external source code;source code detection;Android Open Source Project;Android source code;multiple code mapping;code suggestion;notation-based approach;external-based identifier model;software development","","","","35","CCBY","17 Aug 2020","","","IEEE","IEEE Journals"
"MoCoP: Towards a Model Clone Portal","Ö. Babur; M. Stephan","Dept. of Mathematics & Computer Science, Eindhoven University of Technology, Eindhoven, The Netherlands; Dept. of Computer Science & Software Engineering, Miami University, Oxford, Ohio, USA","2019 IEEE/ACM 11th International Workshop on Modelling in Software Engineering (MiSE)","21 Oct 2019","2019","","","78","81","Widespread and mature practice of model-driven engineering is leading to a growing number of modeling artifacts and challenges in their management. Model clone detection (MCD) is an important approach for managing and maintaining modeling artifacts. While its counterpart in traditional source code development, code clone detection, is enjoying popularity and more than two decades of development, MCD is still in its infancy in terms of research and tooling. We aim to develop a portal for model clone detection, MoCoP, as a central hub to mitigate adoption barriers and foster MCD research. In this short paper, we present our vision for MoCoP and its features and goals. We discuss MoCoP's key components that we plan on realizing in the short term including public tooling, curated data sets, and a body of MCD knowledge. Our longer term goals include a dedicated service-oriented infrastructure, contests, and forums. We believe MoCoP will strengthen MCD research, tooling, and the community, which in turn will lead to better quality, maintenance, and scalability for model-driven engineering practices.","2575-4475","978-1-7281-2231-1","10.1109/MiSE.2019.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8877032","model-driven engineering, model clone detection, model analytics, software maintenance, model management, model repositories","Unified modeling language;Cloning;Tools;Analytical models;Portals;Charge coupled devices;Software","portals;software architecture;software maintenance","managing maintaining modeling artifacts;traditional source code development;code clone detection;model clone detection;foster MCD research;MCD knowledge;model-driven engineering practices;model clone portal;mature practice;MoCoP key components","","","","34","","21 Oct 2019","","","IEEE","IEEE Conferences"
"SemanticCloneBench: A Semantic Code Clone Benchmark using Crowd-Source Knowledge","F. Al-Omari; C. K. Roy; T. Chen","Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada","2020 IEEE 14th International Workshop on Software Clones (IWSC)","26 Mar 2020","2020","","","57","63","Not only do newly proposed code clone detection techniques, but existing techniques and tools also need to be evaluated and compared. This evaluation process could be done by assessing the reported clones manually or by using benchmarks. The main limitations of available benchmarks include: they are restricted to one programming language; they have a limited number of clone pairs that are confined within the selected system(s); they require manual validation; they do not support all types of code clones. To overcome these limitations, we proposed a methodology to generate a wide range of semantic clone benchmark(s) for different programming languages with minimal human validation. Our technique is based on the knowledge provided by developers who participate in the crowd-sourced information website, Stack Overflow. We applied automatic filtering, selection and validation to the source code in Stack Overflow answers. Finally, we build a semantic code clone benchmark of 4000 clones pairs for the languages Java, C, C# and Python.","2572-6587","978-1-7281-6269-0","10.1109/IWSC50091.2020.9047643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047643","Semantic clone;Functional equivalent;Stack Overflow;Benchmark","Cloning;Semantics;Benchmark testing;Syntactics;Tools;Manuals;Computer languages","crowdsourcing;Java;software engineering;software maintenance;software tools;source code (software)","semantic code clone benchmark;crowd-source knowledge;code clone detection techniques;evaluation process;reported clones;available benchmarks;clone pairs;manual validation;code clones;semantic clone benchmark;source code;clones pairs;crowd-sourced information Website","","3","","34","","26 Mar 2020","","","IEEE","IEEE Conferences"
"Mapping Similarity Detectors of Code Clone to Academic Integrity in Programming","M. A. Pangestu; O. Karnalim; Simon","University of Newcastle, Callaghan, Australia; University of Newcastle, Callaghan, Australia; University of Newcastle, Callaghan, Australia","2021 IEEE World Conference on Engineering Education (EDUNINE)","19 May 2021","2021","","","1","6","When dealing with academic integrity in programming, code similarity detectors are often used to raise suspicion of student programs with undue similarity. However, it appears that only detectors designed for that purpose are discussed in computing education publications, although similarity detectors for other purposes might also be beneficial, both to foster research and to avoid `reinventing the wheel'. This paper maps similarity detectors used to identify code clones, repeated code segments in a software system, to the classifications used for academic integrity purposes. It will help academic integrity researchers to understand code clone similarity detectors and to read papers from that area. While there are other reviews of code clone detection, ours should be easier for computing educators to read as it uses the terminologies of academic integrity.","","978-1-6654-0302-3","10.1109/EDUNINE51952.2021.9429164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429164","code similarity detection;code clone;academic integrity;programming;computing education","Terminology;Conferences;Cloning;Detectors;Software systems;Engineering education;Programming profession","computer science education;educational administrative data processing;program diagnostics;programming","code clone detection;code similarity detectors;student programs;repeated code segments;academic integrity researchers;code clone similarity detectors;similarity detector mapping","","","","57","","19 May 2021","","","IEEE","IEEE Conferences"
"CATE: Concolic Android Testing Using Java PathFinder for Android Applications","P. McAfee; M. Wiem Mkaouer; D. E. Krutz","Department of Software Engineering, Rochester Institute of Technology, Rochester, NY, USA; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY, USA; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY, USA","2017 IEEE/ACM 4th International Conference on Mobile Software Engineering and Systems (MOBILESoft)","11 Jul 2017","2017","","","213","214","Like all software, Android applications are not immune to bugs, security vulnerabilities, and a wide range of other issues. Concolic analysis, a hybrid software verification technique which performs symbolic execution along with a concrete execution path, has been used for a variety of purposes including software testing, code clone detection, and security-related activities. We created a new publicly available concolic analysis tool for analyzing Android applications: Concolic Android TEster (CATE). Building on Java Path Finder (JPF-SPF), this tool performs concolic analysis on a raw Android application file (or source code) and provides output in a useful and easy to understand format.","","978-1-5386-2669-6","10.1109/MOBILESoft.2017.35","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972811","","Androids;Humanoid robots;Tools;Java;Cloning;Testing;Libraries","Android (operating system);Java;mobile computing;program testing;program verification;security of data","concolic analysis tool;code clone detection;software testing;symbolic execution;hybrid software verification technique;security vulnerabilities;Android applications;JPF-SPF;Java PathFinder;concolic Android tester;CATE","","2","","5","","11 Jul 2017","","","IEEE","IEEE Conferences"
"PHANTA: Diversified Test Code Quality Measurement for Modern Software Development","S. Tokumoto; K. Takayama","Fujitsu Laboratories Ltd., Japan; Fujitsu Laboratories Ltd., Japan","2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE)","9 Jan 2020","2019","","","1206","1207","Test code is becoming more essential to the modern software development process. However, practitioners often pay inadequate attention to key aspects of test code quality, such as bug detectability, maintainability and speed. Existing tools also typically report a single test code quality measure, such as code coverage, rather than a diversified set of metrics. To measure and visualize quality of test code in a comprehensive fashion, we developed an integrated test code analysis tool called Phanta. In this show case, we posit that the enhancement of test code quality is key to modernizing software development, and show how Phanta's techniques measure the quality using mutation analysis, test code clone detection, and so on. Further, we present an industrial case study where Phanta was applied to analyze test code in a real Fujitsu project, and share lessons learned from the case study.","2643-1572","978-1-7281-2508-4","10.1109/ASE.2019.00138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8952538","Software Testing;Test Code;Mutation Testing","Tools;Measurement;Cloning;Software;Testing;Computer bugs;Software engineering","program testing;software maintenance;software quality","diversified test code quality measurement;modern software development process;single test code quality measure;code coverage;integrated test code analysis tool;software development;test code clone detection;Phanta techniques measure;mutation analysis;Fujitsu project","","","","6","","9 Jan 2020","","","IEEE","IEEE Conferences"
"Test-Based Clone Detection: an Initial Try on Semantically Equivalent Methods","G. Li; H. Liu; Y. Jiang; J. Jin","School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China","IEEE Access","23 Dec 2018","2018","6","","77643","77655","Most code clone detection approaches identify clones via static source code analysis. Such approaches are effective and efficient in detecting lexically similar clones. However, they are less effective in detecting semantic clones that are similar in functionality but different in implementation. As an initial try to detect semantic clones, in this paper, we propose a test-based approach to detecting methods that are semantically equivalent to API methods. For a given method m, we generate its test cases automatically and search for semantically equivalent API methods by running the generated test cases. If two methods generate the same output on each of the test cases, they are taken as semantically equivalent methods. One of the weakness of test-based clone detection is that it is often time consuming. To reduce the time complexity, we take the following measures. First, we focus on methods instead of arbitrary fragments. Second, for a given method, we only compare it against such API methods whose signatures are highly similar to that of the given method. We evaluate the proposed approach on 10 well-known applications. Evaluation results suggest that it is efficient and accurate, and its precision is up to 98%.","2169-3536","","10.1109/ACCESS.2018.2883699","National Natural Science Foundation of China(grant numbers:61690205,61472034,61772071); National Key Research and Development Program of China(grant numbers:2016YFB1000801); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8550632","Clone detection;semantic equivalence;test-driven;lexical similarity","Cloning;Semantics;Java;Time complexity;Open source software;Time measurement;Syntactics","application program interfaces;program testing;software maintenance;software metrics","test-based clone detection;semantically equivalent methods;code clone detection approaches;static source code analysis;lexically similar clones;semantic clones;test-based approach;semantically equivalent API methods;generated test cases","","2","","84","OAPA","28 Nov 2018","","","IEEE","IEEE Journals"
"A technique to detect multi-grained code clones","Y. Yuki; Y. Higo; S. Kusumoto","Osaka Daigaku, Suita, Osaka, JP; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan","2017 IEEE 11th International Workshop on Software Clones (IWSC)","20 Mar 2017","2017","","","1","7","It is said that the presence of code clones makes software maintenance more difficult. For such a reason, it is important to understand how code clones are distributed in source code. A variety of code clone detection tools has been developed before now. Recently, some researchers have detected code clones from a large set of source code to find library candidates or overlooked bugs. In general, the smaller the granularity of the detection target is, the longer the detection time. On the other hand, the larger the granularity of the detection target is, the fewer detectable code clones are. In this paper, we propose a technique that detects in order from coarse code clones to fine-grained ones. In the coarse-tofine- grained-detections, code fragments detected as code clones at a certain granularity are excluded from detection targets of more fine-grained detections. Our proposed technique can detect code clones faster than fine-grained detection techniques. Besides, it can detect more code clones than coarse detection techniques.","","978-1-5090-6595-0","10.1109/IWSC.2017.7880510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880510","multi-grained detection technique;file-level clone;method-level clone;code-fragment-level clone","Cloning;Software;Libraries;Computer bugs;Filtering;Java;Information science","software maintenance;source code (software)","multigrained code clone detection;software maintenance;source code;detection target granularity;coarse-to-fine-grained-clone detection;code fragment detection","","3","","11","","20 Mar 2017","","","IEEE","IEEE Conferences"
"Detecting Code Clones with Graph Neural Network and Flow-Augmented Abstract Syntax Tree","W. Wang; G. Li; B. Ma; X. Xia; Z. Jin","Institute of Software, EECS, Peking University, Beijing, China; Institute of Software, EECS, Peking University, Beijing, China; Institute of Software, EECS, Peking University, Beijing, China; Faculty of Information Technology, Monash University, Melbourne, Australia; Institute of Software, EECS, Peking University, Beijing, China","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","2 Apr 2020","2020","","","261","271","Code clones are semantically similar code fragments pairs that are syntactically similar or different. Detection of code clones can help to reduce the cost of software maintenance and prevent bugs. Numerous approaches of detecting code clones have been proposed previously, but most of them focus on detecting syntactic clones and do not work well on semantic clones with different syntactic features. To detect semantic clones, researchers have tried to adopt deep learning for code clone detection to automatically learn latent semantic features from data. Especially, to leverage grammar information, several approaches used abstract syntax trees (AST) as input and achieved significant progress on code clone benchmarks in various programming languages. However, these AST-based approaches still can not fully leverage the structural information of code fragments, especially semantic information such as control flow and data flow. To leverage control and data flow information, in this paper, we build a graph representation of programs called flow-augmented abstract syntax tree (FA-AST). We construct FA-AST by augmenting original ASTs with explicit control and data flow edges. Then we apply two different types of graph neural networks (GNN) on FA-AST to measure the similarity of code pairs. As far as we have concerned, we are the first to apply graph neural networks on the domain of code clone detection. We apply our FA-AST and graph neural networks on two Java datasets: Google Code Jam and BigCloneBench. Our approach outperforms the state-of-the-art approaches on both Google Code Jam and BigCloneBench tasks.","1534-5351","978-1-7281-5143-4","10.1109/SANER48275.2020.9054857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054857","clone detection;data flow;control flow;deep learning;graph neural network","Software maintenance;Java;Codes;Semantics;Cloning;Syntactics;Feature extraction","learning (artificial intelligence);neural nets;program debugging;program diagnostics;software maintenance;trees (mathematics)","code clone detection;data flow information;FA-AST;graph neural network;syntactic clones;flow-augmented abstract syntax tree;software maintenance;bug prevention;graph representation;code fragment pair similarity;deep learning","","30","","24","IEEE","2 Apr 2020","","","IEEE","IEEE Conferences"
"Detecting Java Code Clones Based on Bytecode Sequence Alignment","D. Yu; J. Yang; X. Chen; J. Chen","School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China","IEEE Access","28 Feb 2019","2019","7","","22421","22433","When the source code is copied and pasted or modified, there will be a lot of identical or similar code snippets in the software system, which are called code clones. Because code clones are believed to result in undesirable maintainability of software, numerous approaches and techniques have been proposed for code clone detection. However, most of them are based on the source code, while only a few employ the bytecode to detect code clones. In this paper, we introduce an approach based on Java bytecode, which mainly contains the steps of bytecode sequence alignment and similarity score comparison. In particular, we apply the Smith-Waterman algorithm to align bytecode sequences for precise matching. Moreover, we separately consider the similarities between instruction sequences and method call sequences, thus improving its effectiveness in detecting code clones. We conducted an extensive experiment on five open-source software to evaluate the proposed approach. The results show that our approach outperforms other state-of-the-art techniques.","2169-3536","","10.1109/ACCESS.2019.2898411","National Natural Science Foundation of China(grant numbers:61472112,61702144); Key Science and Technology Project of Zhejiang Province(grant numbers:2017C01010); Natural Science Foundation of Zhejiang Province(grant numbers:LY12F02003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8637956","Code clones;code clone detection;Java bytecode;code sequence alignment;code similarities;instruction block;method call sequences","Cloning;Java;Tools;Heuristic algorithms;Software systems;Syntactics","Java;public domain software;software maintenance;source code (software)","Java code clones detection;Smith-Waterman algorithm;open-source software;software maintenance;identical code snippets;bytecode sequence alignment;Java bytecode;source code;similar code snippets","","7","","25","OAPA","8 Feb 2019","","","IEEE","IEEE Journals"
"Towards Informative Tagging of Code Fragments to Support the Investigation of Code Clones","D. Nishioka; T. Kamiya","Department of Information Systems Design and Data Science, Grad. Sch. of Natural Sci. & Tech., Shimane Univ, Matsue, Japan; Institute of Sci. & Eng., Shimane Univ, Matsue, Japan","2021 IEEE 15th International Workshop on Software Clones (IWSC)","20 Jan 2022","2021","","","8","14","Investigating the code fragments of code clones detected by code clone detection tools is a time-consuming task, especially when a large number of reference source files are available. This paper proposes (i) a method for clustering a clone class, which is detected by code clone detection tools using syntactic similarity, based on topic similarity by considering its code fragments as sequences of words and (ii) a method for assigning short tags to clusters of the clustering result. We also report an experiment of applying the proposed method to packages of an open source operating system.","2572-6587","978-1-6654-4287-9","10.1109/IWSC53727.2021.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679791","Program analysis;Tools;Code inspections and walkthroughs;Software maintenance","Codes;Operating systems;Cloning;Focusing;Tagging;Syntactics;Maintenance engineering","operating systems (computers);pattern clustering;public domain software;source code (software)","code clone detection tools;code fragments;informative tagging;reference source files;open source operating system","","","","53","IEEE","20 Jan 2022","","","IEEE","IEEE Conferences"
"On The Cross-Modal Transfer from Natural Language to Code through Adapter Modules","D. Goel; R. Grover; F. H. Fard","Indian Institute of Technology, Roorkee, India; Delhi Technological University, Delhi, India; University of British Columbia, Canada","2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC)","22 Jun 2022","2022","","","71","81","Pre-trained neural Language Models (PTLM), such as CodeBERT, are recently used in software engineering as models pre-trained on large source code corpora. Their knowledge is transferred to downstream tasks (e.g. code clone detection) via fine-tuning. In natural language processing (NLP), other alternatives for transferring the knowledge of PTLMs are explored through using adapters, compact, parameter efficient modules inserted in the layers of the PTLM. Although adapters are known to facilitate adapting to many downstream tasks compared to fine-tuning the model that require retraining all of the models' parameters- which owes to the adapters' plug and play nature and being parameter efficient-their usage in software engineering is not explored. Here, we explore the knowledge transfer using adapters and based on the Naturalness Hypothesis proposed by Hindle et. al [12]. Thus, studying the bimodality of adapters for two tasks of cloze test and code clone detection, compared to their benchmarks from the CodeXGLUE platform. These adapters are trained using programming languages and are inserted in a PTLM that is pre-trained on English corpora (N-PTLM). Three programming languages, $\mathrm{C}/\mathrm{C}++$, Python, and Java, are studied along with extensive experiments on the best setup used for adapters. Improving the results of the N-PTLM confirms the success of the adapters in knowledge transfer to software engineering, which sometimes are in par with or exceed the results of a PTLM trained on source code; while being more efficient in terms of the number of parameters, memory usage, and inference time. Our results can open new directions to build smaller models for more software engineering tasks. We open source all the scripts and the trained adapters.","2643-7171","978-1-4503-9298-3","10.1145/3524610.3527892","Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2019-05175); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796334","Pre-trained Language Models;Transfer learning;Adapters;Parameter Efficient Models","Adaptation models;Codes;Memory management;Cloning;Natural language processing;Task analysis;Knowledge transfer","Java;natural language processing;programming languages;Python;software engineering","cross-modal transfer;adapter modules;pre-trained neural language models;source code corpora;code clone detection;natural language processing;parameter efficient modules;knowledge transfer;programming languages;N-PTLM;trained adapters;open source;C/C++;Python;Java;CodeXGLUE platform;software engineering","","","","35","","22 Jun 2022","","","IEEE","IEEE Conferences"
"Influence of Contrastive Learning on Source Code Plagiarism Detection through Recursive Neural Networks","M. A. Fokam; R. Ajoodha","School of Computer Science and Applied Mathematics, The University of the Witwatersrand, Johannesburg, South Africa; School of Computer Science and Applied Mathematics, The University of the Witwatersrand, Johannesburg, South Africa","2021 3rd International Multidisciplinary Information Technology and Engineering Conference (IMITEC)","21 Feb 2022","2021","","","1","6","Plagiarism during programming assignments is a problem in academia. It hinders the ability of academic instructors to truly judge students’ performance and thus, prevents students from receiving adequate help from their instructors. In cases where the number of code submissions for a particular assignment is relatively small, the instructor can inspect each code submission to determine whether they are similar. But as the number of code submissions grows, it becomes difficult to detect similarities between them. Therefore, this induces the need for an automatic source code plagiarism detector. Previous studies showed that we could use the abstract syntax tree (AST) of a source code to get an accurate representation of the source code for neural network computations. Although a study even presented a recursive artificial neural network named Abstract Syntax Tree-based Neural Network (ASTNN) that could represent source codes into vector embeddings using their ASTs, it does not use contrastive learning paradigms, shown to increase the performance of Siamese networks in similarity detection tasks. Therefore, this paper presents an improved version of the ASTNN for code clone detection, where we modify the original model for contrastive learning. Experiments demonstrated that we outperform the original ASTNN model in code clone detection tasks, with a+5% improvement in the F1-score of our model. This study aims at improving the way we perform similarity detection tasks involving programming languages.","","978-1-6654-1749-5","10.1109/IMITEC52926.2021.9714688","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9714688","Plagiarism detection;Programming Languages;Abstract Syntax Trees;Deep Learning","Tree data structures;Codes;Plagiarism;Computational modeling;Cloning;Transforms;Learning (artificial intelligence)","computational linguistics;computer aided instruction;computer science education;learning (artificial intelligence);neural nets;program diagnostics;source code (software);trees (mathematics)","recursive neural networks;programming assignments;academic instructors;code submission;automatic source code plagiarism detector;neural network computations;recursive artificial neural network;contrastive learning paradigms;Siamese networks;similarity detection tasks;code clone detection tasks;abstract syntax tree-based neural network;ASTNN;vector embeddings;contrastive learning;F1-score","","","","17","IEEE","21 Feb 2022","","","IEEE","IEEE Conferences"
"Detecting and analyzing code clones in HDL","K. Uemura; A. Mori; K. Fujiwara; E. Choi; H. Iida","National Institute of Advanced Industrial Science and Technology, Japan; National Institute of Advanced Industrial Science and Technology, Japan; Toyota College, National Institute of Technology, Japan; Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan","2017 IEEE 11th International Workshop on Software Clones (IWSC)","20 Mar 2017","2017","","","1","7","In this paper, we study code clones in hardware description languages (HDLs) in comparison with general programming languages. For this purpose, we have developed a method for detecting code clones in Verilog HDL. A key idea of the proposed method is to convert the Verilog HDL code into the pseudo C++ code, which is then processed by an existing code clone detector for C++. We conducted an experiment on 10 open source hardware products described in Verilog HDL, where we succeeded in detecting nearly 1,800 clone sets with approximately 80% precision. We compared code clones in Verilog HDL with those in Java/C based on the metrics to identify the differences among languages. We identified patterns on how code clones are created in Verilog HDL, which include cases for increasing stability and capability of parallel processing of the circuit.","","978-1-5090-6595-0","10.1109/IWSC.2017.7880501","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880501","","Hardware design languages;Cloning;C++ languages;Field programmable gate arrays;Measurement;Open source hardware","hardware description languages;parallel processing","code clone analysis;code clone detection;hardware description languages;Verilog HDL code;pseudoC++ code;open source hardware products;parallel processing","","2","","23","","20 Mar 2017","","","IEEE","IEEE Conferences"
