Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
A Novel Code Stylometry-based Code Clone Detection Strategy,W. Dong; Z. Feng; H. Wei; H. Luo,"Beijing Key Lab of Intelligent Telecomm, Software and Multimedia Beijing University of Posts and Telecomm, Beijing, China; Dongfang Middle School, Shandong, China; Beijing Key Lab of Intelligent Telecomm, Software and Multimedia Beijing University of Posts and Telecomm, Beijing, China; Beijing Key Lab of Intelligent Telecomm, Software and Multimedia Beijing University of Posts and Telecomm, Beijing, China",2020 International Wireless Communications and Mobile Computing (IWCMC),27 Jul 2020,2020,,,1516,1521,"Program similarity-based detection can be used to discover potential code cloning issues. However, just based on the similarity of the program, it is difficult to accurately identify code clones with modified syntax and program similarity does not directly reflect the possibility of code plagiarism. In this paper, we propose a program similarity detection strategy with code stylometry matcher to solve this problem. Firstly, the code stylometry model based on the random forest classifier is used to identify a list of possible authors. If the code submitter is not in this list, we analyze the similarity between the submitted code and the program submitted by the author in the list to determine whether there is code cloning. In this way, we can effectively reduce the complexity of program similarity comparison. We propose a PBCS method based on parallel Bidirectional Long Short-Term(Bi-Lstm) Memory network for code similarity detection. This model effectively improves the accuracy of detection by supervising deep features extracted from AST and token. Experimental results show that the recall of the proposed method is 84%, which is improved compared to other methods.",2376-6506,978-1-7281-3129-0,10.1109/IWCMC48107.2020.9148302,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9148302,code similarity;Bi-Lstm;code stylometry,Feature extraction;Cloning;Syntactics;Plagiarism;Forestry;Layout;Vegetation,feature extraction;program diagnostics;recurrent neural nets;source code (software),code similarity detection;program similarity-based detection;code plagiarism;code stylometry matcher;code submitter;code clone detection;parallel bidirectional long short-term memory network,,1.0,,8.0,,27 Jul 2020,,,IEEE,IEEE Conferences
Stubber: Compiling Source Code into Bytecode without Dependencies for Java Code Clone Detection,A. Schäfer; W. Amme; T. S. Heinze,"Institute of Computer Science, Friedrich Schiller University Jena, Jena, Germany; Institute of Computer Science, Friedrich Schiller University Jena, Jena, Germany; Institute of Data Science, German Aerospace Center (DLR), Jena, Germany",2021 IEEE 15th International Workshop on Software Clones (IWSC),20 Jan 2022,2021,,,29,35,"A lot of clone detection tools for Java have been introduced in recent years. On the one hand, many of these tools work on Java source code and can thus be conveniently evaluated with the state-of-the-art benchmark BigCloneBench and evaluation framework BigCloneEval. On the other hand, certain clone detectors deliberately address the Bytecode and cannot be applied to Java source code. Simple compilation often does not solve the problem due to missing required dependencies, as, e.g., in case of BigCloneBench. In this work, we therefore present the tool STUBBER for compiling Java source code into Bytecode without dependencies. We can show that using Stubber, Bytecode for over 95% of all Java source files and 92.5% of all code clones contained in BigCloneBench can be successfully generated. As a consequence, the evaluation of Bytecode-based clone detectors on BigCloneBench becomes possible and such tools can also be applied to Java source files, even beyond BigCloneBench.",2572-6587,978-1-6654-4287-9,10.1109/IWSC53727.2021.00011,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679787,Bytecode;BigCloneBench;code clone;clone detection;compilation,Java;Codes;Conferences;Cloning;Detectors;Benchmark testing;Software,Java;program compilers;program diagnostics;software maintenance;source code (software),source code compiling;Java code clone detection;Java source code;BigCloneBench;Java source files;Bytecode-based clone detectors;Stubber;BigCloneEval,,,,38.0,,20 Jan 2022,,,IEEE,IEEE Conferences
Program Slice Based Vulnerable Code Clone Detection,X. Song; A. Yu; H. Yu; S. Liu; X. Bai; L. Cai; D. Meng,"School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China","2020 IEEE 19th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",9 Feb 2021,2020,,,293,300,"Vulnerabilities in software will not only lead to security problems of the software itself, but also cause the spread of vulnerabilities through code clones. It is important to detect and locate vulnerabilities among the source code to facilitate the fix. Although many methods are proposed to detect code clones in source code, most of them fail to detect code clones that involve statement addition and deletion effectively or are not suitable for vulnerability detection. In this paper, we propose a method that can detect vulnerabilities caused by code clones. Program slices are used to filter statements that are not related to vulnerabilities and extract important vulnerable statements in function. Hash function and bitvector are applied to improve efficiency during the detection. The results are displayed in html, among which the vulnerable statements are highlighted to help subsequent patching work. Our method is evaluated on open source software (Openssl, Linux Kernel, FFmpeg and QEMU). The results of experiments show that our method detects 12.72% more vulnerable clones in acceptable time compared with Vuddy, proving the effectiveness of our method.",2324-9013,978-1-6654-0392-4,10.1109/TrustCom50675.2020.00049,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342999,vulnerability detection;code clone;program slice;program analysis,Hash functions;Databases;Linux;Cloning;Security;Kernel;Open source software,Linux;operating system kernels;program slicing;public domain software;security of data;software maintenance,program slice;vulnerable code clone detection;code clones;source code;vulnerability detection;important vulnerable statements;open source software;vulnerable clones,,,,24.0,,9 Feb 2021,,,IEEE,IEEE Conferences
Enhancing program dependency graph based clone detection using approximate subgraph matching,C. M. Kamalpriya; P. Singh,"Bombardier Transportation India Pvt. Limited, Vadodara, India; National Institute of Technology, Jalandhar, India",2017 IEEE 11th International Workshop on Software Clones (IWSC),20 Mar 2017,2017,,,1,7,"Software code clone detection techniques and tools play a major role in improving the software quality as well as saving maintenance cost and effort. Program Dependency Graph (PDG) based clone detection techniques have a key advantage over other techniques as they are capable of detecting non-contiguous code clones in addition to contiguous clones. We propose further enhancement to current state of the art PDG-based detection to identify all possible (exact and approximate) clone relations from the obtained clone pair (PDG-based) results using Approximate Subgraph Matching (ASM). We obtain clone results of our proposed technique on three subject software systems, and validate the results on eclipse-ant from Bellon's benchmark. We also present a new ASM-based distance measure to represent the similarity between software code clones.",,978-1-5090-6595-0,10.1109/IWSC.2017.7880511,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880511,Software Clone Detection;Clone Relations;Approximate Clones;Subsumed Clones;Program Dependency Graph;Software Maintenance,Cloning;Approximation algorithms;Image edge detection;Software systems;Algorithm design and analysis;Indexes,graph theory;pattern matching;software maintenance;software quality;software tools,program dependency graph based clone detection;approximate subgraph matching;software code clone detection;software tools;software quality;software maintenance cost;PDG-based clone detection;noncontiguous code clone detection;software systems;eclipse-ant;Bellon benchmark;ASM-based distance measure,,8.0,,16.0,,20 Mar 2017,,,IEEE,IEEE Conferences
A Survey of Software Clone Detection From Security Perspective,H. Zhang; K. Sakurai,"Department of Informatics, Graduate School of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan; Department of Informatics, Faculty of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan",IEEE Access,31 Mar 2021,2021,9,,48157,48173,"For software engineering, if two code fragments are closely similar with minor modifications or even identical due to a copy-paste behavior, that is called software/code clone. Code clones can cause trouble in software maintenance and debugging process because identifying all copied compromised code fragments in other locations is time-consuming. Researchers have been working on code clone detection issues for a long time, and the discussion mainly focuses on software engineering management and system maintenance. Another considerable issue is that code cloning provides an easy way to attackers for malicious code injection. A thorough survey work of code clone identification/detection from the security perspective is indispensable for providing a comprehensive review of existing related works and proposing future potential research directions. This paper can satisfy above requirements. We review and introduce existing security-related works following three different classifications and various comparison criteria. We then discuss three further research directions, (i) deep learning-based code clone vulnerability detection, (ii) vulnerable code clone detection for 5G-Internet of Things devices, and (iii) real-time detection methods for more efficiently detecting clone attacks. These methods are more advanced and adaptive to technological development than current technologies, and still have enough research space for future studies.",2169-3536,,10.1109/ACCESS.2021.3065872,Collaboration Hubs for International Program (CHIRP) of Strategic International Collaborative Research Program (SICORP) through the Japan Science and Technology Agency (JST); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9378511,Code clone;security analysis;software clone;vulnerability detection,Cloning;Software;Security;Tools;Task analysis;Maintenance engineering;Computer bugs,deep learning (artificial intelligence);Internet of Things;program debugging;security of data;software maintenance,deep learning;real-time detection methods;clone attacks;software clone detection;copy-paste behavior;software maintenance;debugging process;code fragments;code clone detection;software engineering management;system maintenance;malicious code injection;security-related works;code clone vulnerability detection;5G-Internet of Things,,1.0,,99.0,CCBY,15 Mar 2021,,,IEEE,IEEE Journals
Cloned Buggy Code Detection in Practice Using Normalized Compression Distance,T. Ishio; N. Maeda; K. Shibuya; K. Inoue,"Nara Institute of Science and Technology, Nara, Japan; NEC Corporation, Tokyo, Japan; NEC Corporation, Tokyo, Japan; Osaka University, Osaka, Japan",2018 IEEE International Conference on Software Maintenance and Evolution (ICSME),11 Nov 2018,2018,,,591,594,"Software developers often write similar source code fragments in a software product. Since such code fragments may include the same mistake, developers have to inspect code clones if they found a bug in their code. In this study, we developed a tool to detect clones of a faulty code fragment for a software company, since existing code clone detection tools do not fit the requirements of the company. The tool employs Normalized Compression Distance for source code comparison, because its definition is understandable for developers, and also it is easy to support multiple programming languages. We conducted two experiments using an existing research dataset and actual examples. Based on the evidence, the tool has been deployed in several projects in the company.",2576-3148,978-1-5386-7870-1,10.1109/ICSME.2018.00022,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8530071,Code clone detection;Source code similarity;Source code search;Bug fix;Development tool,Tools;Cloning;Companies;Computer bugs;Benchmark testing;Microsoft Windows,program debugging;programming languages;public domain software;software engineering;source code (software),faulty code fragment;code clone detection tools;buggy code detection;software developers;software product;normalized compression distance;source code;software company;programming languages,,7.0,,18.0,,11 Nov 2018,,,IEEE,IEEE Conferences
Semantic based Cross-Language Clone Related Bug Detection,Z. Chen,"National University of Defense Technology, Changsha, China","2021 2nd International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",8 Mar 2022,2021,,,494,499,"Code clones are widespread in software since programmers always reuse code to reduce programming effort. As programming languages are continuing to evolve and morph, code clones also widely exist across different languages for platform compatibility and adoption. Although code clones can improve development efficiency, they are prone to introducing bugs. Existing code clone detection technologies, however, mainly focused on single programming language or syntactical features of code. The syntax of different programming language are diverse because of syntax sugar, and many cloning pairs are semantic related instead of syntactic similar, such as Type 4 clones. To bridge the gap between syntax and semantic, and detect clone-related bugs more accurately, we explore an IR (Intermediate Representation) based method to represent code semantic representation information of multiple language code. We utilize graph neural network to learn code semantic representation. Through the semantic representation, we can detect more cross-language clone related bugs across multiple language.",,978-1-6654-1296-4,10.1109/AINIT54228.2021.00101,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725021,component;code clone detection;bug detection;machine learning;cross language,Seminars;Computer languages;Codes;Semantics;Computer bugs;Cloning;Syntactics,graph theory;learning (artificial intelligence);neural nets;program compilers;program debugging;program diagnostics;software maintenance;software tools,clone-related bugs;code semantic representation information;multiple language code;semantic based cross-language clone related bug detection;code clones;programming effort;programming languages;code clone detection technologies;single programming language;different programming language;cloning pairs;Type 4 clones,,,,20.0,IEEE,8 Mar 2022,,,IEEE,IEEE Conferences
Improving Clone Detection Precision Using Machine Learning Techniques,V. Arammongkolvichai; R. Koschke; C. Ragkhitwetsagul; M. Choetkiertikul; T. Sunetnanta,"Faculty of Information and Communication Technology (ICT), Mahidol University, Thailand; University of Bremen, Germany; Faculty of Information and Communication Technology (ICT), Mahidol University, Thailand; Faculty of Information and Communication Technology (ICT), Mahidol University, Thailand; Faculty of Information and Communication Technology (ICT), Mahidol University, Thailand",2019 10th International Workshop on Empirical Software Engineering in Practice (IWESEP),30 Dec 2019,2019,,,31,315,"Code clones or similar segments of code in a software project can be detected by using a clone detection tool. Due to modifications applied after copying and pasting of the cloned code, the current code clone detection tools face challenges to accurately detect clones with heavy modifications (i.e., Type-3 clones or clones with added/deleted/modified statements). One challenge is because the clone results contain several false positives. In this paper, we propose an approach for increasing the precision of code clone detection using machine learning techniques. By training a decision tree on 19 clone class metrics, we use the trained decision tree as a clone filter by placing it in the last step in the clone detection pipeline. This aims to remove false positive clone classes reported by a clone detection tool. We found that the decision tree clone filter is helpful for decreasing the number of false positive clone classes in iClones, a well-known code clone detector. After training the decision tree on 537 clone classes in JFreeChart and evaluating it on the test data set, it could improve iClone's precision from 0.94 to 0.98. The findings show that decision tree can be used effectively for filtering false positive clones. Nonetheless, we found that the filter is only effective for Java and does not offer satisfying performance when running on a Django Python project.",2573-2021,978-1-7281-5590-6,10.1109/IWESEP49350.2019.00014,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945086,code clones;machine learning;decision tree,Cloning;Decision trees;Measurement;Training;Machine learning;Detectors;Data models,decision trees;learning (artificial intelligence);software metrics;software tools,trained decision tree;clone detection pipeline;clone detection tool;decision tree clone filter;machine learning techniques;code clone detection tools;clone class metrics;iClones;JFreeChart;software project,,,,22.0,,30 Dec 2019,,,IEEE,IEEE Conferences
From Local to Global Semantic Clone Detection,Y. Yuan; W. Kong; G. Hou; Y. Hu; M. Watanabe; A. Fukuda,"School of Software Technology, Dalian University of Technology, Dalian, China; School of Software Technology, Dalian University of Technology, Dalian, China; School of Software Technology, Dalian University of Technology, Dalian, China; School of Software Technology, Dalian University of Technology, Dalian, China; CATS Co. Ltd., Japan; Graduate School of IS & EE, Kyushu University, Fukuoka, Japan",2019 6th International Conference on Dependable Systems and Their Applications (DSA),26 Mar 2020,2020,,,13,24,"Clone detection detects similar code fragments (refer to as clone code) in software products. It can help with software optimization and maintenance. Code clone detection can be divided into textual, lexical, syntactic and semantic levels. The existing technologies have achieved many good results in the first three levels, but no significant results have been obtained in semantic clone detection. In this paper, we propose a novel semantic level clone detection approach. We use the control flow graph (CFG) as an intermediate representation of the program method, combining the classical dynamic time warping (DTW) algorithm in the field of speech recognition with two deep neural network models (bidirectional RNN autoencoder and graph convolutional network (GCN)) to detect semantic level clone from local to global. We experimented with a dataset consisting of five large-scale real-world systems and a code corpus containing a large number of programming problems. The experimental results show that our approach can achieve good results in detecting both local and global semantic clone.",,978-1-7281-6057-3,10.1109/DSA.2019.00012,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9045812,clone detection;semantic clone;deep learning;dynamic time warping,Recurrent neural networks;Heuristic algorithms;Semantics;Cloning;Speech recognition;Syntactics;Programming,convolutional neural nets;graph theory;program diagnostics;recurrent neural nets;software maintenance;speech recognition,deep neural network models;graph convolutional network;global semantic clone detection;software products;software optimization;software maintenance;code clone detection;textual levels;lexical levels;syntactic levels;control flow graph;dynamic time warping algorithm;semantic level clone detection approach;local semantic clone detection;CFG;GCN;speech recognition;bidirectional RNN autoencoder,,1.0,,38.0,,26 Mar 2020,,,IEEE,IEEE Conferences
Semantic Clone Detection: Can Source Code Comments Help?,A. Ghosh; S. K. Kuttal,"Tandy School of Computer Science, University of Tulsa; Tandy School of Computer Science, University of Tulsa",2018 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),25 Oct 2018,2018,,,315,317,"Programmers reuse code to increase their productivity, which leads to large fragments of duplicate or near-duplicate code in the code base. The current code clone detection techniques for finding semantic clones utilize Program Dependency Graphs (PDG), which are expensive and resource-intensive. PDG and other clone detection techniques utilize code and have completely ignored the comments - due to ambiguity of English language, but in terms of program comprehension, comments carry the important domain knowledge. We empirically evaluated the accuracy of detecting clones with both code and comments on a JHotDraw package. Results show that detecting code clones in the presence of comments, Latent Dirichlet Allocation (LDA), gave 84% precision and 94% recall, while in the presence of a PDG, using GRAPLE, we got 55% precision and 29% recall. These results indicate that comments can be used to find semantic clones. We recommend utilizing comments with LDA to find clones at the file level and code with PDG for finding clones at the function level. These findings necessitate a need to reexamine the assumptions regarding semantic clone detection techniques.",1943-6106,978-1-5386-4235-1,10.1109/VLHCC.2018.8506550,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8506550,,Cloning;Semantics;Software maintenance;Software systems;Reverse engineering;Visualization,graph theory;software reusability;source code (software),semantic clone detection techniques;code base;Program Dependency Graphs;PDG;source code;code reuse;code clone detection techniques;JHotDraw package;Latent Dirichlet Allocation;LDA,,2.0,,19.0,,25 Oct 2018,,,IEEE,IEEE Conferences
Enhancing Notation-Based Code Cloning Method With an External-Based Identifier Model,N. -T. Chau; S. Jung,"School of Electronic Engineering, Soongsil University, Seoul, South Korea; School of Electronic Engineering, Soongsil University, Seoul, South Korea",IEEE Access,14 Sep 2020,2020,8,,162989,162998,"Code clone detection is known for solving code paradigm problem in software development. Malware analysts also apply this technique to detect whether a set of malware applications originated from the same malware family based on the similarity in their source code. Until now, existing notation-based approaches are based on standard identifier notations and generating signatures from the notations output. Specifically, for a set of words (or lexemes), the analysts apply rules to determine the type of a lexeme and label each lexeme with a token type. So far, none of the existing code clone detection models considers collecting identifiers from an external source. In this paper, we propose a novel External-based Identifier Model for code clone detection. The proposed model assumes the existence of an external source code that can be used as a supervisor for identifying and labeling a specific set of lexemes. By introducing the external-identifiers into source code detection, our model could distinguish between multiple fragments of code that share the same sequence of standard tokens. One of the study cases for our model is Android analysis where the Android Open Source Project can be used as an external source. The experiment on one millions line of Android source code has shown that our proposed solution could reduce the number of multiple code mapping to single signature situations in comparison with the traditional method. Furthermore, the experiment on code suggestion has proved that our model could reduce the suggestion step for providing faster output than a notation-based approach.",2169-3536,,10.1109/ACCESS.2020.3016943,"Institute of Information & communications Technology Planning & Evaluation (IITP); Korea Government (MSIT) (Development of 5G Edge Security Technology for Ensuring 5G+ Service Stability and Availability)(grant numbers:2020-0-00952); Ministry of Science and ICT (MSIT), Korea Government through the Information Technology Research Center (ITRC); Institute for Information & Communications Technology Planning & Evaluation (IITP)(grant numbers:IITP-2020-2020-0-01602); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9169649,Program analysis;code clone detection,Syntactics;Cloning;Androids;Humanoid robots;Standards;Security;Tools,invasive software;mobile computing;program diagnostics;software maintenance;software reliability;source code (software),notation-based code cloning method;code paradigm problem;malware analysts;malware applications;malware family;standard identifier notations;notations output;lexeme;external source code;source code detection;Android Open Source Project;Android source code;multiple code mapping;code suggestion;notation-based approach;external-based identifier model;software development,,,,35.0,CCBY,17 Aug 2020,,,IEEE,IEEE Journals
SemanticCloneBench: A Semantic Code Clone Benchmark using Crowd-Source Knowledge,F. Al-Omari; C. K. Roy; T. Chen,"Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada",2020 IEEE 14th International Workshop on Software Clones (IWSC),26 Mar 2020,2020,,,57,63,"Not only do newly proposed code clone detection techniques, but existing techniques and tools also need to be evaluated and compared. This evaluation process could be done by assessing the reported clones manually or by using benchmarks. The main limitations of available benchmarks include: they are restricted to one programming language; they have a limited number of clone pairs that are confined within the selected system(s); they require manual validation; they do not support all types of code clones. To overcome these limitations, we proposed a methodology to generate a wide range of semantic clone benchmark(s) for different programming languages with minimal human validation. Our technique is based on the knowledge provided by developers who participate in the crowd-sourced information website, Stack Overflow. We applied automatic filtering, selection and validation to the source code in Stack Overflow answers. Finally, we build a semantic code clone benchmark of 4000 clones pairs for the languages Java, C, C# and Python.",2572-6587,978-1-7281-6269-0,10.1109/IWSC50091.2020.9047643,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047643,Semantic clone;Functional equivalent;Stack Overflow;Benchmark,Cloning;Semantics;Benchmark testing;Syntactics;Tools;Manuals;Computer languages,crowdsourcing;Java;software engineering;software maintenance;software tools;source code (software),semantic code clone benchmark;crowd-source knowledge;code clone detection techniques;evaluation process;reported clones;available benchmarks;clone pairs;manual validation;code clones;semantic clone benchmark;source code;clones pairs;crowd-sourced information Website,,3.0,,34.0,,26 Mar 2020,,,IEEE,IEEE Conferences
Test-Based Clone Detection: an Initial Try on Semantically Equivalent Methods,G. Li; H. Liu; Y. Jiang; J. Jin,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China",IEEE Access,23 Dec 2018,2018,6,,77643,77655,"Most code clone detection approaches identify clones via static source code analysis. Such approaches are effective and efficient in detecting lexically similar clones. However, they are less effective in detecting semantic clones that are similar in functionality but different in implementation. As an initial try to detect semantic clones, in this paper, we propose a test-based approach to detecting methods that are semantically equivalent to API methods. For a given method m, we generate its test cases automatically and search for semantically equivalent API methods by running the generated test cases. If two methods generate the same output on each of the test cases, they are taken as semantically equivalent methods. One of the weakness of test-based clone detection is that it is often time consuming. To reduce the time complexity, we take the following measures. First, we focus on methods instead of arbitrary fragments. Second, for a given method, we only compare it against such API methods whose signatures are highly similar to that of the given method. We evaluate the proposed approach on 10 well-known applications. Evaluation results suggest that it is efficient and accurate, and its precision is up to 98%.",2169-3536,,10.1109/ACCESS.2018.2883699,"National Natural Science Foundation of China(grant numbers:61690205,61472034,61772071); National Key Research and Development Program of China(grant numbers:2016YFB1000801); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8550632,Clone detection;semantic equivalence;test-driven;lexical similarity,Cloning;Semantics;Java;Time complexity;Open source software;Time measurement;Syntactics,application program interfaces;program testing;software maintenance;software metrics,test-based clone detection;semantically equivalent methods;code clone detection approaches;static source code analysis;lexically similar clones;semantic clones;test-based approach;semantically equivalent API methods;generated test cases,,2.0,,84.0,OAPA,28 Nov 2018,,,IEEE,IEEE Journals
A technique to detect multi-grained code clones,Y. Yuki; Y. Higo; S. Kusumoto,"Osaka Daigaku, Suita, Osaka, JP; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan",2017 IEEE 11th International Workshop on Software Clones (IWSC),20 Mar 2017,2017,,,1,7,"It is said that the presence of code clones makes software maintenance more difficult. For such a reason, it is important to understand how code clones are distributed in source code. A variety of code clone detection tools has been developed before now. Recently, some researchers have detected code clones from a large set of source code to find library candidates or overlooked bugs. In general, the smaller the granularity of the detection target is, the longer the detection time. On the other hand, the larger the granularity of the detection target is, the fewer detectable code clones are. In this paper, we propose a technique that detects in order from coarse code clones to fine-grained ones. In the coarse-tofine- grained-detections, code fragments detected as code clones at a certain granularity are excluded from detection targets of more fine-grained detections. Our proposed technique can detect code clones faster than fine-grained detection techniques. Besides, it can detect more code clones than coarse detection techniques.",,978-1-5090-6595-0,10.1109/IWSC.2017.7880510,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880510,multi-grained detection technique;file-level clone;method-level clone;code-fragment-level clone,Cloning;Software;Libraries;Computer bugs;Filtering;Java;Information science,software maintenance;source code (software),multigrained code clone detection;software maintenance;source code;detection target granularity;coarse-to-fine-grained-clone detection;code fragment detection,,3.0,,11.0,,20 Mar 2017,,,IEEE,IEEE Conferences
Detecting Code Clones with Graph Neural Network and Flow-Augmented Abstract Syntax Tree,W. Wang; G. Li; B. Ma; X. Xia; Z. Jin,"Institute of Software, EECS, Peking University, Beijing, China; Institute of Software, EECS, Peking University, Beijing, China; Institute of Software, EECS, Peking University, Beijing, China; Faculty of Information Technology, Monash University, Melbourne, Australia; Institute of Software, EECS, Peking University, Beijing, China","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",2 Apr 2020,2020,,,261,271,"Code clones are semantically similar code fragments pairs that are syntactically similar or different. Detection of code clones can help to reduce the cost of software maintenance and prevent bugs. Numerous approaches of detecting code clones have been proposed previously, but most of them focus on detecting syntactic clones and do not work well on semantic clones with different syntactic features. To detect semantic clones, researchers have tried to adopt deep learning for code clone detection to automatically learn latent semantic features from data. Especially, to leverage grammar information, several approaches used abstract syntax trees (AST) as input and achieved significant progress on code clone benchmarks in various programming languages. However, these AST-based approaches still can not fully leverage the structural information of code fragments, especially semantic information such as control flow and data flow. To leverage control and data flow information, in this paper, we build a graph representation of programs called flow-augmented abstract syntax tree (FA-AST). We construct FA-AST by augmenting original ASTs with explicit control and data flow edges. Then we apply two different types of graph neural networks (GNN) on FA-AST to measure the similarity of code pairs. As far as we have concerned, we are the first to apply graph neural networks on the domain of code clone detection. We apply our FA-AST and graph neural networks on two Java datasets: Google Code Jam and BigCloneBench. Our approach outperforms the state-of-the-art approaches on both Google Code Jam and BigCloneBench tasks.",1534-5351,978-1-7281-5143-4,10.1109/SANER48275.2020.9054857,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054857,clone detection;data flow;control flow;deep learning;graph neural network,Software maintenance;Java;Codes;Semantics;Cloning;Syntactics;Feature extraction,learning (artificial intelligence);neural nets;program debugging;program diagnostics;software maintenance;trees (mathematics),code clone detection;data flow information;FA-AST;graph neural network;syntactic clones;flow-augmented abstract syntax tree;software maintenance;bug prevention;graph representation;code fragment pair similarity;deep learning,,30.0,,24.0,IEEE,2 Apr 2020,,,IEEE,IEEE Conferences
Detecting Java Code Clones Based on Bytecode Sequence Alignment,D. Yu; J. Yang; X. Chen; J. Chen,"School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China",IEEE Access,28 Feb 2019,2019,7,,22421,22433,"When the source code is copied and pasted or modified, there will be a lot of identical or similar code snippets in the software system, which are called code clones. Because code clones are believed to result in undesirable maintainability of software, numerous approaches and techniques have been proposed for code clone detection. However, most of them are based on the source code, while only a few employ the bytecode to detect code clones. In this paper, we introduce an approach based on Java bytecode, which mainly contains the steps of bytecode sequence alignment and similarity score comparison. In particular, we apply the Smith-Waterman algorithm to align bytecode sequences for precise matching. Moreover, we separately consider the similarities between instruction sequences and method call sequences, thus improving its effectiveness in detecting code clones. We conducted an extensive experiment on five open-source software to evaluate the proposed approach. The results show that our approach outperforms other state-of-the-art techniques.",2169-3536,,10.1109/ACCESS.2019.2898411,"National Natural Science Foundation of China(grant numbers:61472112,61702144); Key Science and Technology Project of Zhejiang Province(grant numbers:2017C01010); Natural Science Foundation of Zhejiang Province(grant numbers:LY12F02003); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8637956,Code clones;code clone detection;Java bytecode;code sequence alignment;code similarities;instruction block;method call sequences,Cloning;Java;Tools;Heuristic algorithms;Software systems;Syntactics,Java;public domain software;software maintenance;source code (software),Java code clones detection;Smith-Waterman algorithm;open-source software;software maintenance;identical code snippets;bytecode sequence alignment;Java bytecode;source code;similar code snippets,,7.0,,25.0,OAPA,8 Feb 2019,,,IEEE,IEEE Journals
